x;y;vx;vy;tiempo;tackled;run;n
100.0;35.0;-4.0;0.0;61.202300000908174;false;0;75.0
14.05300689581403;10.342903832642362;0.0;0.0;61.202300000908174;false;0;75.0
12.702261876736921;45.75174891525214;0.0;0.0;61.202300000908174;false;0;75.0
5.543588257595626;27.40863406857695;0.0;0.0;61.202300000908174;false;0;75.0
52.78434975375776;12.261096148237417;0.0;0.0;61.202300000908174;false;0;75.0
22.36827583701967;8.034851035325401;0.0;0.0;61.202300000908174;false;0;75.0
57.189357625690796;37.35139430565298;0.0;0.0;61.202300000908174;false;0;75.0
44.78688383157751;18.549319398218604;0.0;0.0;61.202300000908174;false;0;75.0
53.54287109309097;42.77264943787503;0.0;0.0;61.202300000908174;false;0;75.0
3.199150691379743;60.61575001272653;0.0;0.0;61.202300000908174;false;0;75.0
40.41146469249974;64.56172774109497;0.0;0.0;61.202300000908174;false;0;75.0
1.8428616566637022;11.368763157807988;0.0;0.0;61.202300000908174;false;0;75.0
52.83623960580373;42.98339998759836;0.0;0.0;61.202300000908174;false;0;75.0
39.15157535101018;49.41556837461504;0.0;0.0;61.202300000908174;false;0;75.0
15.450288176175286;67.60880030985932;0.0;0.0;61.202300000908174;false;0;75.0
28.48756809887458;67.17991040724316;0.0;0.0;61.202300000908174;false;0;75.0
69.7515264257791;32.07208306277713;0.0;0.0;61.202300000908174;false;0;75.0
58.47106036302491;1.738074193721678;0.0;0.0;61.202300000908174;false;0;75.0
15.495330785717115;15.707776759367931;0.0;0.0;61.202300000908174;false;0;75.0
56.8072608103726;12.145931279430085;0.0;0.0;61.202300000908174;false;0;75.0
12.339389683604292;62.90810680918633;0.0;0.0;61.202300000908174;false;0;75.0
49.76824464227328;13.680266764739637;0.0;0.0;61.202300000908174;false;0;75.0
35.616109597823446;50.05119296985377;0.0;0.0;61.202300000908174;false;0;75.0
11.717117963139955;21.216802682760818;0.0;0.0;61.202300000908174;false;0;75.0
30.225932468481997;54.237833149438565;0.0;0.0;61.202300000908174;false;0;75.0
18.46745430606396;69.54159232247268;0.0;0.0;61.202300000908174;false;0;75.0
42.3378589398155;42.236236815128024;0.0;0.0;61.202300000908174;false;0;75.0
25.251366817238964;6.9416366021308455;0.0;0.0;61.202300000908174;false;0;75.0
61.051453214629305;1.9708218291380888;0.0;0.0;61.202300000908174;false;0;75.0
0.6251381237153102;49.544842393994465;0.0;0.0;61.202300000908174;false;0;75.0
17.817564989729128;47.40291462873991;0.0;0.0;61.202300000908174;false;0;75.0
2.571734581353309;62.378607688244344;0.0;0.0;61.202300000908174;false;0;75.0
47.83298557123793;39.13788284819906;0.0;0.0;61.202300000908174;false;0;75.0
49.5650396277564;26.190585011405737;0.0;0.0;61.202300000908174;false;0;75.0
62.81721631827714;16.754970938709945;0.0;0.0;61.202300000908174;false;0;75.0
64.64108018639354;48.72436316074002;0.0;0.0;61.202300000908174;false;0;75.0
24.94748773800002;40.29283981369616;0.0;0.0;61.202300000908174;false;0;75.0
58.57700975195803;62.1670259414933;0.0;0.0;61.202300000908174;false;0;75.0
