0,0,0.0
0,0,1.645957E-5
0,0,2.1577327E-5
0,0,2.9436771E-5
0,0,1.5168573E-4
0,0,1.8017355E-4
0,0,2.2298892E-4
0,0,2.7029772E-4
0,0,3.0301546E-4
0,0,3.203937E-4
0,0,4.177405E-4
0,0,4.502316E-4
0,0,5.3288485E-4
0,0,5.6057895E-4
0,0,6.326801E-4
0,0,7.2677695E-4
0,0,7.995628E-4
0,0,9.294614E-4
0,0,9.3540386E-4
0,0,9.474748E-4
0,0,9.519972E-4
0,0,0.0011795174
0,0,0.0011822671
0,0,0.0013557861
0,0,0.0014469165
0,0,0.0016012087
0,0,0.0016383056
0,0,0.0016556004
0,0,0.0016740628
0,0,0.0018043264
0,0,0.0018263522
0,0,0.0020305805
0,0,0.0020320616
0,0,0.0020836354
0,0,0.0022168695
0,0,0.0022647674
0,0,0.0023013412
0,0,0.0023224452
0,0,0.002344114
0,0,0.0023687247
0,0,0.0023844526
0,0,0.0024105283
0,0,0.0025614048
0,0,0.0025726068
0,0,0.002745906
0,0,0.00276516
0,0,0.0029120177
0,0,0.0029826413
0,0,0.003046911
0,0,0.0030837802
0,0,0.0031596557
0,0,0.0032405013
0,0,0.0032963753
0,0,0.0034817674
0,0,0.0034949458
0,0,0.0036809044
0,0,0.0037899627
0,0,0.0038258687
0,0,0.003854722
0,0,0.003920968
0,0,0.003984527
0,0,0.0040056524
0,0,0.004048093
0,0,0.004084763
0,0,0.0041242274
0,0,0.004127218
0,0,0.004130253
0,0,0.004143321
0,0,0.0041587027
0,0,0.004217628
0,0,0.0042572487
0,0,0.0042717718
0,0,0.0044717942
0,0,0.0045213425
0,0,0.004565607
0,0,0.004649216
0,0,0.004723677
0,0,0.00477662
0,0,0.0047914796
0,0,0.0049686697
0,0,0.0050143655
0,0,0.005036192
0,0,0.005084853
0,0,0.0051324433
0,0,0.0051879664
0,0,0.005398888
0,0,0.0054368116
0,0,0.0054545715
0,0,0.005575254
0,0,0.0055817105
0,0,0.005588349
0,0,0.005589098
0,0,0.0056475652
0,0,0.0057524615
0,0,0.005779795
0,0,0.0057837763
0,0,0.0058183363
0,0,0.0058224928
0,0,0.0058851526
0,0,0.0059903366
0,0,0.0060276585
0,0,0.0061626257
0,0,0.0062226383
0,0,0.006251788
0,0,0.0063282526
0,0,0.0063798996
0,0,0.006454011
0,0,0.0065843766
0,0,0.0066226576
0,0,0.0067431196
0,0,0.0068489923
1,1,0.006924191
1,1,0.0069511808
1,1,0.007062671
1,1,0.007077188
1,1,0.007091254
1,1,0.007166883
1,1,0.0072166934
1,1,0.0073513607
1,1,0.0075494517
1,1,0.007692266
1,1,0.007983894
1,1,0.008186421
1,1,0.00832313
1,1,0.008438585
1,1,0.008600532
1,1,0.008628711
1,1,0.008735096
1,1,0.008784217
2,2,0.008825192
2,2,0.009009287
2,2,0.009135203
2,2,0.009141977
2,2,0.0093531385
2,2,0.009415753
2,2,0.009477839
2,2,0.009484489
2,2,0.0095035
2,2,0.009550311
2,2,0.009605485
2,2,0.0096738525
3,3,0.0097417915
3,3,0.009987389
3,3,0.010391701
3,3,0.010438641
3,3,0.010459338
3,3,0.010634198
3,3,0.010741057
3,3,0.010755067
3,3,0.010768936
4,4,0.010834931
4,4,0.010918093
4,4,0.010948642
4,4,0.011140195
4,4,0.011161677
4,4,0.011169314
4,4,0.011187125
4,4,0.011397081
4,4,0.0114072
4,4,0.011438966
4,4,0.011567618
4,4,0.011837865
4,4,0.011912027
4,4,0.011942772
4,4,0.012050447
4,4,0.012090351
4,4,0.012185383
4,4,0.012217679
4,4,0.012254101
4,4,0.012257212
4,4,0.012337615
4,4,0.012599941
4,4,0.012631972
4,4,0.012683967
4,4,0.012691414
4,4,0.012756716
4,4,0.012836428
4,4,0.012846825
4,4,0.012877796
4,4,0.012971619
4,4,0.0129922815
4,4,0.013186082
4,4,0.013188653
4,4,0.013190213
4,4,0.013230744
4,4,0.013323645
4,4,0.013398673
4,4,0.013437753
4,4,0.0134478975
4,4,0.013537591
4,4,0.013621392
4,4,0.013638923
4,4,0.01368867
4,4,0.013701673
4,4,0.013950937
4,4,0.013966543
4,4,0.013975558
4,4,0.013993013
4,4,0.014126541
4,4,0.014205139
4,4,0.014370597
4,4,0.014552889
4,4,0.014564348
5,5,0.014593496
5,5,0.014667899
5,5,0.014688895
5,5,0.015008947
5,5,0.015010277
5,5,0.0150113525
5,5,0.015016255
5,5,0.015022278
5,5,0.015044206
5,5,0.01506168
5,5,0.015191683
5,5,0.015220799
5,5,0.015292761
5,5,0.015330834
5,5,0.015427975
5,5,0.015462923
5,5,0.015471162
5,5,0.015536993
5,5,0.015578476
5,5,0.015609772
5,5,0.015620793
5,5,0.015623838
5,5,0.015673697
5,5,0.015818603
5,5,0.015927102
